C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
945 |SDSS J143945.86+304220.5        |BD*|14 39 45.86 +30 42 20.6    |     ~|     ~|     ~|     ~|     ~|T2.5           |   5|   1
946 |2MASS J09414067-0032154         |BD*|09 41 40.671 -00 32 15.48  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
947 |2MASS J09393548-2448279         |BD*|09 39 35.490 -24 48 27.94  |     ~|     ~|     ~|     ~|     ~|T8             |  40|   0
948 |ULAS J225649.51+005452.5        |*  |22 56 49.510 +00 54 52.50  |     ~|     ~|     ~|     ~|     ~|T4.5           |   1|   0
949 |2MASS J04532647-1751543         |BD*|04 53 26.478 -17 51 54.33  |     ~|     ~|     ~|     ~|     ~|L3             |   8|   0
950 |2MASS J16220803+4548132         |BD*|16 22 08.037 +45 48 13.21  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
951 |2MASS J09094822+1940428         |BD*|09 09 48.223 +19 40 42.87  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
952 |2MASS J08361142+4503195         |BD*|08 36 11.420 +45 03 19.58  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
953 |BRLT 137                        |BD*|11 19 29.430 +00 21 33.65  |     ~|     ~|     ~|     ~|     ~|L4.5           |   1|   0
954 |ULAS J082327.46+002424.4        |BD*|08 23 27.46 +00 24 24.4    |     ~|     ~|     ~|     ~|     ~|T4             |   2|   0
955 |2MASS J12171942-4830012         |BD*|12 17 19.429 -48 30 01.28  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
956 |WISE J033651.90+282628.8        |BD*|03 36 51.90 +28 26 28.8    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
957 |2MASS J14313097+1436539         |BD*|14 31 30.976 +14 36 53.98  |     ~|     ~|     ~|     ~|     ~|L1             |   9|   0
958 |WISE J094305.98+360723.5        |BD*|09 43 05.989 +36 07 23.57  |     ~|     ~|     ~|     ~|     ~|T9.5           |   3|   0
959 |WISEP J030136.57+002057.0       |BD*|03 01 36.539 +00 20 57.67  |     ~|     ~|     ~|     ~|     ~|L1             |   4|   0
960 |2MASS J14101119+1329008         |BD*|14 10 11.192 +13 29 00.81  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
961 |CFBDS J223856+034947            |BD*|22 38 56.30 +03 49 47.0    |     ~|     ~|     ~|     ~|     ~|T2.0           |   2|   0
962 |2MASS J00063258+1406064         |BD*|00 06 32.588 +14 06 06.44  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
963 |BRLT 68                         |BD*|08 04 41.149 +18 26 12.15  |     ~|     ~|     ~|     ~|     ~|L5.0           |   1|   0
964 |2MASS J23280459-1038452         |BD*|23 28 04.60 -10 38 45.2    |     ~|     ~|     ~|     ~|     ~|L2             |   7|   0
965 |2MASS J12545393-0122474         |BD*|12 54 53.930 -01 22 47.49  |     ~|     ~|     ~|     ~|     ~|T2e:           | 119|   0
966 |2MASSW J2148162+400359          |BD*|21 48 16.337 +40 03 59.49  |     ~|     ~|     ~|     ~|     ~|L7             |  26|   0
967 |ULAS J123327.45+121952.2        |*  |12 33 27.45 +12 19 52.2    |     ~|     ~|     ~|     ~|     ~|T3.5           |   4|   0
968 |2MASS J08580549+2214582         |BD*|08 58 05.499 +22 14 58.21  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
969 |SDSS J014956.27+001647.8        |PM*|01 49 56.278 +00 16 47.85  |     ~|     ~|     ~|     ~|     ~|L0.5           |   3|   0
970 |WISE J061437.73+095135.0        |BD*|06 14 37.73 +09 51 35.0    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
971 |2MASS J01191207+2403317         |BD*|01 19 12.071 +24 03 31.71  |     ~|     ~|     ~|     ~|     ~|T2             |   5|   1
972 |2MASS J08181438+2453387         |BD*|08 18 14.389 +24 53 38.72  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
973 |2MASS J10101480-0406499         |BD*|10 10 14.807 -04 06 49.93  |     ~|     ~|     ~|     ~|     ~|L6             |  30|   0
974 |2MASS J09243608-0215268         |BD*|09 24 36.088 -02 15 26.88  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
975 |2MASS J00461551+0252004         |BD*|00 46 15.510 +02 52 00.47  |     ~|     ~|     ~|     ~|     ~|L0pec          |   1|   0
976 |2MASS J22372056+7228351         |BD*|22 37 20.565 +72 28 35.18  |     ~|     ~|     ~|     ~|     ~|T6             |   4|   0
977 |2MASS J10482788-5254180         |BD*|10 48 27.89 -52 54 18.1    |     ~|     ~|     ~|19.965|17.25 |L1.5           |   6|   0
978 |Cl* Melotte 22 PLIZ 35          |BD*|03 52 39.150 +24 46 29.40  |     ~|     ~|     ~|     ~|21.293|L2.0           |   6|   1
979 |ULAS J151637.89+011050.1        |Ro*|15 16 37.89 +01 10 50.1    |     ~|     ~|     ~|     ~|     ~|T6.5           |   2|   0
980 |** BOY 10Aa                     |BD*|17 28 11.501 +39 48 59.31  |     ~|     ~|     ~|     ~|     ~|L5             |   2|   0
981 |2MASS J16283855+2308241         |BD*|16 28 38.550 +23 08 24.20  |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
982 |2MASS J15253132+5810525         |BD*|15 25 31.33 +58 10 52.5    |     ~|     ~|     ~|     ~|     ~|L6.5           |   3|   0
983 |2MASS J15113624+3535117         |BD*|15 11 36.245 +35 35 11.71  |     ~|     ~|     ~|     ~|     ~|L0             |   4|   0
984 |ULAS J135058.86+081506.8        |BD*|13 50 58.86 +08 15 06.8    |     ~|     ~|     ~|     ~|     ~|L5             |   5|   0
985 |2MASS J14383259+5722168         |BD*|14 38 32.599 +57 22 16.89  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
986 |BRLT 232                        |BD*|14 02 55.670 +08 00 54.53  |     ~|     ~|     ~|     ~|     ~|T2.5           |   1|   0
987 |BRLT 3                          |BD*|00 18 36.510 -00 25 59.17  |     ~|     ~|     ~|     ~|     ~|L9.0           |   2|   0
988 |2MASS J01244599-5745379         |BD*|01 24 45.999 -57 45 38.00  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
989 |BRLT 102                        |BD*|09 31 29.568 -02 09 02.87  |     ~|     ~|     ~|     ~|     ~|L0.0           |   1|   0
990 |2MASS J21265916+7617440         |BD*|21 26 59.165 +76 17 44.03  |     ~|     ~|     ~|     ~|     ~|T0p            |   3|   0
991 |2MASS J07171626+5705430         |BD*|07 17 16.267 +57 05 43.05  |     ~|     ~|     ~|     ~|     ~|L3             |  11|   0
992 |2MASSW J0208236+273740          |BD*|02 08 23.64 +27 37 40.1    |     ~|     ~|     ~|     ~|     ~|L5V            |  13|   0
993 |BRLT 20                         |BD*|01 05 31.785 +14 29 31.52  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
994 |2MASSI J1029216+162652          |BD*|10 29 21.651 +16 26 52.66  |     ~|     ~|     ~|19.588|17.600|L2.5           |  23|   0
995 |2MASS J10461701+3513058         |BD*|10 46 17.013 +35 13 05.83  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
996 |BRLT 12                         |BD*|00 37 16.065 -00 54 04.72  |     ~|     ~|     ~|     ~|     ~|L3.0           |   2|   0
997 |2MUCD 10764                     |BD*|08 47 28.730 -15 32 37.22  |     ~|     ~|     ~|     ~|     ~|L1.5           |  20|   0
998 |EQ J0323-6025                   |BD*|03 23 37.53 -60 25 54.9    |     ~|     ~|     ~|     ~|     ~|T8.5           |   3|   0
999 |EQ J0612-3036                   |BD*|06 12 13.93 -30 36 12.7    |     ~|     ~|     ~|     ~|     ~|T6             |   5|   0
1000|WISE J214706.78-102924.0        |BD*|21 47 06.78 -10 29 24.0    |     ~|     ~|     ~|     ~|     ~|T7.5           |   2|   0
1001|2MASS J11303803+2341480         |BD*|11 30 38.04 +23 41 48.0    |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
1002|2MASS J09404316+5650492         |BD*|09 40 43.170 +56 50 49.20  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1003|2MASS J02340093-6442068         |BD*|02 34 00.930 -64 42 06.88  |     ~|     ~|     ~|     ~|     ~|L0gamma        |   6|   0
1004|2MUCD 20994                     |BD*|23 17 47.127 -48 38 50.16  |     ~|     ~|     ~|     ~|     ~|L5             |  10|   0
1005|2MASS J08245951+0101102         |BD*|08 24 59.511 +01 01 10.29  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1006|2MASS J00345684-0706013         |BD*|00 34 56.84 -07 06 01.3    |     ~|     ~|     ~|     ~|     ~|L3             |   4|   2
1007|ULAS J100759.90-010031.1        |BD*|10 07 59.90 -01 00 31.1    |     ~|     ~|     ~|     ~|     ~|T5.5           |   4|   0
1008|2MASS J14502828+3233149         |BD*|14 50 28.288 +32 33 14.91  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
1009|2MASS J15394189-0520428         |BD*|15 39 41.900 -05 20 42.82  |     ~|     ~|     ~|     ~|17.47 |L3.5           |  23|   0
1010|ULAS J101243.53+102101.6        |BD*|10 12 43.632 +10 21 04.11  |     ~|     ~|     ~|     ~|     ~|T7.0           |   2|   0
1011|2MASS J09585080+2001525         |BD*|09 58 50.810 +20 01 52.56  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1012|2MASS J08212412+0150274         |BD*|08 21 24.123 +01 50 27.41  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1013|2MASS J16205116+3237322         |BD*|16 20 51.17 +32 37 32.3    |     ~|     ~|     ~|     ~|     ~|L6             |   2|   0
1014|2MASS J16530991+2450393         |BD*|16 53 09.916 +24 50 39.37  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1015|2MASSW J0030438+313932          |BD*|00 30 43.85 +31 39 32.2    |     ~|     ~|     ~|     ~|     ~|L2             |  13|   1
1016|GJ 1001 B                       |BD*|00 04 34.846 -40 44 05.89  |     ~|     ~|     ~|19.61 |16.88 |L5+L5          |  80|   0
1017|BRLT 306                        |BD*|21 59 20.001 +00 33 09.77  |     ~|     ~|     ~|     ~|     ~|L4.5           |   2|   0
1018|2MASSI J2344062-073328          |BD*|23 44 06.247 -07 33 28.24  |     ~|     ~|     ~|     ~|     ~|L4.5           |   5|   0
1019|LSPM J0602+3910                 |BD*|06 02 30.460 +39 10 59.22  |     ~|     ~|20.88 |19.0  |15.5  |L1V            |  26|   0
1020|BRLT 88                         |BD*|09 07 10.260 -02 21 45.75  |     ~|     ~|     ~|     ~|     ~|L4.0           |   1|   0
1021|2MASS J13454441+6542178         |BD*|13 45 44.41 +65 42 17.8    |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1022|WISE J154151.65-225024.9        |BD*|15 41 51.660 -22 50 24.99  |     ~|     ~|     ~|     ~|     ~|Y0             |  31|   0
1023|2MASS J19163888-3700026         |BD*|19 16 38.888 -37 00 02.62  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1024|2MASS J10020752+1358556         |BD*|10 02 07.522 +13 58 55.70  |     ~|     ~|     ~|     ~|     ~|L7+T8?         |   1|   0
1025|[SBD2011] 5                     |BD*|11 15 06.980 -61 15 26.49  |     ~|     ~|     ~|     ~|     ~|L5             |   1|   0
1026|[AMB2013] CFHT-IC 348 1         |BD?|03 43 22.51 +32 18 17.5    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1027|2MASS J19343036-2142209         |BD*|19 34 30.36 -21 42 20.9    |     ~|     ~|     ~|     ~|     ~|T3.5           |   3|   0
1028|SDSS J003524.44+144739.7        |BD*|00 35 24.438 +14 47 39.75  |     ~|     ~|     ~|     ~|     ~|L0             |   5|   0
1029|2MASSI J1332286+263508          |BD*|13 32 28.630 +26 35 07.97  |     ~|     ~|     ~|     ~|     ~|L2V            |   6|   0
1030|BRLT 250                        |BD*|14 36 23.864 +01 42 57.61  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1031|2MASSI J0302012+135814          |BD*|03 02 01.23 +13 58 14.3    |     ~|     ~|     ~|     ~|     ~|L3V            |   6|   0
1032|BRLT 114                        |BD*|09 51 26.873 +07 57 56.84  |     ~|     ~|     ~|     ~|     ~|L6.0           |   1|   0
1033|2MASS J08234818+2428577         |BD*|08 23 48.181 +24 28 57.71  |     ~|     ~|     ~|     ~|     ~|L2             |  10|   0
1034|2MASS J12354497+0354291         |BD*|12 35 44.976 +03 54 29.18  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1035|2MUCD 12037                     |BD*|20 41 42.834 -35 06 44.27  |     ~|     ~|     ~|     ~|     ~|L2             |   8|   0
1036|CFBDS J213926+022023            |BD*|21 39 26.769 +02 20 22.70  |     ~|     ~|     ~|     ~|     ~|T1.5           |  46|   1
1037|WISE J175929.37+544204.7        |BD*|17 59 29.37 +54 42 04.7    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
1038|2MASS J16335278+3052241         |BD*|16 33 52.788 +30 52 24.12  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1039|2MASS J08342921+2308553         |BD*|08 34 29.212 +23 08 55.31  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1040|WISE J042417.94+072744.1        |BD*|04 24 17.94 +07 27 44.1    |     ~|     ~|     ~|     ~|     ~|T7.5           |   2|   0
1041|2MASS J23475977-0015469         |BD*|23 47 59.772 -00 15 46.97  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1042|2MASS J14392836+1929149         |BD*|14 39 28.369 +19 29 14.98  |     ~|     ~|     ~|     ~|     ~|L1             | 104|   0
1043|2MASS J15024082+6138158         |BD*|15 02 40.826 +61 38 15.88  |     ~|     ~|     ~|     ~|     ~|L1             |   5|   0
1044|2MASS J02474978-1631132         |BD*|02 47 49.79 -16 31 13.3    |     ~|     ~|     ~|     ~|     ~|T2             |   9|   1
1045|2MASS J10411406+6327389         |BD*|10 41 14.07 +63 27 39.0    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1046|2MASS J22552907-0034336         |BD*|22 55 29.070 -00 34 33.61  |     ~|     ~|20.26 |     ~|     ~|L0             |  24|   1
1047|USNO-B1.0 0560-00310109         |BD*|14 09 03.103 -33 57 56.57  |     ~|     ~|     ~|19.7  |17.48 |L2             |   5|   0
1048|CFBDS J005910-011401            |BD*|00 59 10.83 -01 14 01.3    |     ~|     ~|     ~|     ~|     ~|T8.5           |  32|   0
1049|2MASS J20304235+0749358         |BD*|20 30 42.357 +07 49 35.83  |     ~|     ~|     ~|     ~|     ~|T1.5           |   7|   0
1050|2MASS J17171408+6526221         |BD*|17 17 14.08 +65 26 22.1    |     ~|     ~|     ~|     ~|     ~|L4             |  10|   0
1051|BRLT 135                        |BD*|10 48 29.086 +09 19 39.49  |     ~|     ~|     ~|     ~|     ~|T2.5           |   1|   0
1052|2MASS J08181234+3310479         |BD*|08 18 12.343 +33 10 47.99  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1053|* bet Cir B                     |BD*|15 17 21.611 -58 51 29.75  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1054|PSH 24                          |BD*|05 35 12.84 -05 21 04.9    |     ~|     ~|23.40 |     ~|18.535|L0             |  11|   0
1055|EQ J0325-3854                   |BD*|03 25 17.69 -38 54 54.1    |     ~|     ~|     ~|     ~|     ~|T9             |   3|   0
1056|2MASS J08381639+0410461         |BD*|08 38 16.398 +04 10 46.11  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1057|ULAS J074616.98+235532.2        |Ro*|07 46 16.98 +23 55 32.2    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
1058|BRLT 181                        |BD*|12 34 33.512 +01 07 42.08  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1059|2MASS J20113196-5048112         |BD*|20 11 31.963 -50 48 11.20  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
1060|2MASS J09352803-2934596         |BD*|09 35 28.037 -29 34 59.62  |     ~|     ~|     ~|     ~|17.54 |L0             |   4|   0
1061|WISE J163645.56-074325.1        |BD*|16 36 45.56 -07 43 25.1    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1062|BRLT 319                        |BD*|22 56 24.828 +06 21 52.96  |     ~|     ~|     ~|     ~|     ~|T3.0           |   1|   0
1063|2MASSI J0850359+105715          |BD*|08 50 35.934 +10 57 15.62  |     ~|     ~|     ~|22.466|20.349|L6.5           |  61|   0
1064|BRLT 217                        |BD*|13 44 03.789 +08 39 51.04  |     ~|     ~|     ~|     ~|     ~|T0.0           |   1|   0
1065|BRLT 321                        |BD*|23 02 03.042 +07 00 38.87  |     ~|     ~|     ~|     ~|     ~|T4.0           |   2|   0
1066|2MASS J13592403+4728431         |BD*|13 59 24.03 +47 28 43.2    |     ~|     ~|     ~|     ~|     ~|L8.5           |   3|   0
1067|2MASS J02235464-5815067         |BD*|02 23 54.641 -58 15 06.73  |     ~|     ~|     ~|     ~|     ~|L0             |   7|   0
1068|2MASS J00163762-1039106         |BD*|00 16 37.624 -10 39 10.61  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1069|2MASS J08404118+1658007         |BD*|08 40 41.184 +16 58 00.75  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1070|2MASS J11383308+6740403         |BD*|11 38 33.083 +67 40 40.36  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
1071|2MASS J00454267+3611406         |BD*|00 45 42.674 +36 11 40.67  |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
1072|EQ J0857+5604                   |BD*|08 57 16.25 +56 04 07.6    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1073|2MASS J02355993-2331205         |BD*|02 35 59.93 -23 31 20.5    |     ~|     ~|     ~|     ~|     ~|L1.5           |  30|   0
1074|2MASS J04203904+2355502         |BD*|04 20 39.04 +23 55 50.3    |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1075|EQ J0524+4646                   |BD?|05 24 39.30 +46 46 31.2    |     ~|     ~|     ~|     ~|     ~|T9             |   1|   0
1076|BRLT 69                         |BD*|08 24 28.082 +05 57 42.51  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1077|NAME CFBDSIR 1458+1013          |** |14 58 29.0 +10 13 43       |     ~|     ~|     ~|     ~|     ~|T8+Y0          |  17|   0
1078|ULAS J142145.63+013619.0        |Ro*|14 21 45.63 +01 36 19.0    |     ~|     ~|     ~|     ~|     ~|T4.5           |   1|   0
1079|2MASS J16410015+1335591         |BD*|16 41 00.159 +13 35 59.18  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1080|2MASS J14280703+5120225         |BD*|14 28 07.035 +51 20 22.56  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1081|* zet Del B                     |BD*|20 35 19.05 +14 40 15.6    |     ~|     ~|     ~|     ~|     ~|L5             |   2|   0
1082|2MASS J11093831+2353406         |BD*|11 09 38.312 +23 53 40.61  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1083|2MASS J15462849+2536338         |BD*|15 46 28.499 +25 36 33.87  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1084|2MASS J05395200-0059019         |BD*|05 39 52.00 -00 59 01.9    |     ~|     ~|     ~|     ~|     ~|L5             |  64|   1
1085|WISE J210200.15-442919.5        |BD*|21 02 00.15 -44 29 19.5    |     ~|     ~|     ~|     ~|     ~|T9             |   4|   0
1086|ULAS J014927.10+144108.3        |BD*|01 49 27.110 +14 41 08.22  |     ~|     ~|     ~|     ~|     ~|L5.0           |   2|   0
1087|2MASS J16212673+2959580         |BD*|16 21 26.732 +29 59 58.02  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1088|2MASS J17213449+1117379         |BD*|17 21 34.499 +11 17 37.92  |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1089|2MASS J17333281+3144571         |BD*|17 33 32.814 +31 44 57.20  |     ~|     ~|     ~|     ~|     ~|L2pec          |   1|   0
1090|SDSS J100401.40+005355.0        |BD*|10 04 01.403 +00 53 55.05  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1091|2MASS J13023811+5650212         |BD*|13 02 38.120 +56 50 21.30  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1092|BRLT 108                        |BD*|09 41 36.504 +09 42 14.28  |     ~|     ~|     ~|     ~|     ~|L6.5           |   1|   0
1093|2MASS J12212770+0257198         |BD*|12 21 27.707 +02 57 19.86  |     ~|     ~|     ~|     ~|     ~|L0.5           |  21|   0
1094|2MASS J02511490-0352459         |BD*|02 51 14.909 -03 52 45.94  |     ~|     ~|     ~|18.851|16.509|L3             |  20|   0
1095|2MASS J17461199+5034036         |BD*|17 46 11.998 +50 34 03.62  |     ~|     ~|     ~|     ~|     ~|L5             |   6|   0
1096|ULAS J013117.53-003128.6        |BD*|01 31 17.53 -00 31 28.6    |     ~|     ~|     ~|     ~|     ~|T3             |   2|   0
1097|ULAS J083756.19-004156.0        |BD*|08 37 56.19 -00 41 56.0    |     ~|     ~|     ~|     ~|     ~|T3             |   2|   0
1098|2MASS J14222720+2215575         |BD*|14 22 27.208 +22 15 57.54  |     ~|     ~|     ~|     ~|     ~|L5             |   8|   0
1099|2MASS J07571176+2240586         |BD*|07 57 11.767 +22 40 58.67  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1100|2MASS J15564434+1723089         |BD*|15 56 44.346 +17 23 08.93  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1101|EQ J0008-1739                   |BD*|00 08 49.76 -17 39 22.6    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1102|EQ J0448-1935                   |BD*|04 48 53.29 -19 35 48.5    |     ~|     ~|     ~|     ~|     ~|T5pec          |   3|   0
1103|2MASSI J0228110+253738          |BD*|02 28 11.01 +25 37 38.0    |     ~|     ~|     ~|     ~|     ~|L0             |  12|   0
1104|2MASSW J0208183+254253          |BD*|02 08 18.33 +25 42 53.3    |     ~|     ~|     ~|     ~|     ~|L1V            |  28|   0
1105|2MASS J01262109+1428057         |BD*|01 26 21.096 +14 28 05.75  |     ~|     ~|     ~|     ~|     ~|L2             |  10|   0
1106|EQ J1519+7009                   |BD*|15 19 06.64 +70 09 31.5    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1107|2MASS J13411205+1138276         |BD*|13 41 12.056 +11 38 27.69  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1108|[BLL2010] SDSS J1416+13AB       |** |14 16 24.0 +13 48 26       |     ~|     ~|     ~|     ~|     ~|sdL7+T7.5p     |   3|   0
1109|2MASS J16401059+0037213         |BD*|16 40 10.60 +00 37 21.4    |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1110|2MASS J12332269+2138059         |BD*|12 33 22.691 +21 38 05.95  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1111|2MASS J03415025+0423251         |BD*|03 41 50.215 +04 23 24.93  |     ~|     ~|     ~|     ~|     ~|L5.0           |   2|   0
1112|2MASS J03480772-6022270         |BD*|03 48 07.721 -60 22 27.06  |     ~|     ~|     ~|     ~|     ~|T7             |  19|   0
1113|WISE J000517.48+373720.5        |BD*|00 05 17.48 +37 37 20.5    |     ~|     ~|     ~|     ~|     ~|T9             |   6|   0
1114|EQ J0123+4142                   |BD*|01 23 33.21 +41 42 03.9    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
1115|2MASS J12521412+1422398         |BD*|12 52 14.122 +14 22 39.80  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1116|BRLT 57                         |BD*|03 20 42.155 +06 18 37.18  |     ~|     ~|     ~|     ~|     ~|L0.0           |   2|   0
1117|WISE J070159.79+632129.2        |BD*|07 01 59.79 +63 21 29.2    |     ~|     ~|     ~|     ~|     ~|T3             |   3|   0
1118|ULAS J002406.37+134705.3        |BD*|00 24 06.379 +13 47 05.34  |     ~|     ~|     ~|     ~|     ~|L3.0           |   2|   0
1119|WISE J014807.25-720258.7        |BD*|01 48 07.25 -72 02 58.7    |     ~|     ~|     ~|     ~|     ~|T9.5           |  11|   0
1120|SSSPM J0829-1309                |BD*|08 28 34.19 -13 09 19.9    |     ~|     ~|19.1  |     ~|16.07 |L2             |  33|   0
1121|ULAS J130227.54+143428.0        |Ro*|13 02 27.54 +14 34 28.0    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1122|ULAS J001040.57+010013.2        |BD*|00 10 40.553 +01 00 13.68  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
1123|ULAS J164131.57+282015.8        |BD?|16 41 31.57 +28 20 15.8    |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1124|2MASS J17161258+4125143         |BD*|17 16 12.586 +41 25 14.31  |     ~|     ~|     ~|     ~|     ~|L4             |   1|   0
1125|2MASS J14081889+0649546         |BD*|14 08 18.895 +06 49 54.66  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1126|BRLT 318                        |BD*|22 51 14.898 -00 07 24.46  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
1127|WISE J235402.77+024015.0        |BD*|23 54 02.79 +02 40 14.1    |     ~|     ~|     ~|     ~|     ~|Y1             |   2|   0
1128|2MASS J14113356+1725302         |BD*|14 11 33.567 +17 25 30.26  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1129|2MASS J13141551-0008480         |BD*|13 14 15.516 -00 08 48.04  |     ~|     ~|     ~|     ~|     ~|L3.5           |   6|   0
1130|GJ 570 D                        |BD*|14 57 14.96 -21 21 47.8    |     ~|     ~|     ~|     ~|     ~|T7.5           | 175|   1
1131|2MASS J06522224+4127366         |BD*|06 52 22.246 +41 27 36.62  |     ~|     ~|     ~|     ~|     ~|T0             |   1|   0
1132|EQ J0226-0211                   |BD*|02 26 23.98 -02 11 42.8    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
1133|2MASS J15200224-4422419         |BD*|15 20 02.242 -44 22 41.99  |     ~|     ~|     ~|19.4  |16.89 |L1             |  16|   0
1134|BRLT 123                        |BD*|10 07 31.321 +10 47 58.86  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1135|2MASS J09412127+0812374         |BD*|09 41 21.277 +08 12 37.41  |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
1136|2MASS J00145575-4844171         |BD*|00 14 55.755 -48 44 17.15  |     ~|     ~|     ~|     ~|17.544|L2.5           |  10|   0
1137|2MASS J13432249-0301002         |BD*|13 43 22.497 -03 01 00.26  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1138|2MASS J09413492+1009428         |BD*|09 41 34.927 +10 09 42.81  |     ~|     ~|     ~|     ~|     ~|L0             |   4|   0
1139|NAME Cha J1305-7739             |Y*O|13 05 40.80 -77 39 58.2    |     ~|     ~|     ~|     ~|22.16 |L1             |   7|   0
1140|2MASSW J0147334+345311          |BD*|01 47 33.44 +34 53 11.2    |     ~|     ~|     ~|     ~|     ~|L0.5           |   5|   0
1141|2MASS J02361794+0048548         |BD*|02 36 17.940 +00 48 54.82  |     ~|     ~|     ~|     ~|     ~|L6.5           |  17|   0
1142|NAME WISE J0458+6434B           |BD*|04 58 53.90 +64 34 51.9    |     ~|     ~|     ~|     ~|     ~|T9             |   3|   0
