C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
188 |2MASS J22551491-0111508         |BD*|22 55 14.919 -01 11 50.87  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
189 |2MASS J14412846+5046005         |BD*|14 41 28.47 +50 46 00.5    |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
190 |ULAS J093336.29+333701.9        |BD?|09 33 36.29 +33 37 01.9    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
191 |2MASS J08304878+0128311         |BD*|08 30 48.784 +01 28 31.15  |     ~|     ~|     ~|     ~|     ~|T4.5           |  16|   0
192 |[HBT2010] 14                    |BD?|16 27 33.250 -24 19 03.66  |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
193 |SDSS J011014.30+010619.1        |BD*|01 10 14.301 +01 06 19.14  |     ~|     ~|     ~|     ~|     ~|L4.0           |   2|   0
194 |2MASS J14391190+0823157         |BD*|14 39 11.908 +08 23 15.71  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
195 |2MASS J14044948-3159330         |BD*|14 04 49.484 -31 59 33.06  |     ~|     ~|     ~|     ~|     ~|T1+T5          |  24|   1
196 |2MASS J08002758+5511346         |BD*|08 00 27.586 +55 11 34.68  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
197 |BRLT 270                        |BD*|15 05 31.689 +01 02 32.68  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
198 |2MASS J20343769+0827009         |BD*|20 34 37.694 +08 27 00.93  |     ~|     ~|     ~|     ~|     ~|L1             |   7|   0
199 |2MASS J09503045+0041074         |BD*|09 50 30.459 +00 41 07.46  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
200 |Cl* Melotte 22 ROQUE 25         |BD*|03 48 30.740 +22 44 50.20  |     ~|     ~|     ~|     ~|21.80 |L0.1           |  18|   0
201 |2MASS J12144089+6316434         |BD*|12 14 40.900 +63 16 43.44  |     ~|     ~|     ~|     ~|     ~|T3.5           |  12|   0
202 |2MASS J15005989+0413190         |BD*|15 00 59.898 +04 13 19.07  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
203 |UGPS J072227.51-054031.2        |BD*|07 22 27.87 -05 40 31.1    |     ~|     ~|     ~|     ~|     ~|T9             |  49|   1
204 |ULAS J081110.86+252931.8        |Ro*|08 11 10.86 +25 29 31.8    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
205 |2MASS J16382073+1327354         |BD*|16 38 20.737 +13 27 35.44  |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
206 |BRLT 73                         |BD*|08 38 42.513 +08 17 00.55  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
207 |[SBD2011] 1                     |BD*|11 15 04.790 -61 15 42.85  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
208 |[BZR99] S Ori 56                |Y*?|05 39 00.79 -02 21 41.8    |     ~|     ~|     ~|     ~|21.80 |L0.5           |  12|   0
209 |BRLT 281                        |BD*|15 16 03.003 +02 59 27.74  |     ~|     ~|     ~|     ~|     ~|T0.0           |   1|   0
210 |2MASS J06462756+7935045         |BD*|06 46 27.560 +79 35 04.51  |     ~|     ~|     ~|     ~|     ~|L9             |   2|   0
211 |2MASSW J0832045-012835          |BD*|08 32 04.520 -01 28 36.05  |     ~|     ~|     ~|     ~|     ~|L1.5V          |  21|   0
212 |ULAS J085910.69+101017.1        |BD*|08 59 10.69 +10 10 17.1    |     ~|     ~|     ~|     ~|     ~|T7             |   5|   0
213 |2MASS J05012406-0010452         |BD*|05 01 24.070 -00 10 45.26  |     ~|     ~|     ~|     ~|     ~|L4             |  28|   0
214 |2MASS J12164560+4927452         |BD*|12 16 45.601 +49 27 45.28  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
215 |BRLT 51                         |BD*|02 59 40.950 +05 49 34.82  |     ~|     ~|     ~|     ~|     ~|L3.0           |   2|   0
216 |2MASS J10432508+0001482         |BD*|10 43 25.09 +00 01 48.2    |     ~|     ~|     ~|     ~|     ~|L3             |   6|   1
217 |2MASS J09435026+1519095         |BD*|09 43 50.268 +15 19 09.55  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
218 |ULAS J161934.78+235829.3        |Ro*|16 19 34.78 +23 58 29.3    |     ~|     ~|     ~|     ~|     ~|T6             |   2|   0
219 |2MASS J00384398+1343395         |BD*|00 38 43.982 +13 43 39.58  |     ~|     ~|     ~|     ~|     ~|L1             |   7|   0
220 |ULAS J095429.91+062309.9        |Ro*|09 54 29.90 +06 23 09.6    |     ~|     ~|     ~|     ~|     ~|T5.5           |   3|   0
221 |2MASS J17282217+5845095         |BD*|17 28 22.174 +58 45 09.50  |     ~|     ~|     ~|     ~|     ~|L1             |   5|   0
222 |2MASS J17412462+2553343         |BD*|17 41 24.621 +25 53 34.36  |     ~|     ~|     ~|     ~|     ~|T9             |   3|   0
223 |BRLT 220                        |BD*|13 46 12.771 +08 25 03.35  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
224 |2MASS J22153705+2110554         |BD*|22 15 37.056 +21 10 55.49  |     ~|     ~|     ~|     ~|     ~|T0+T2?         |   1|   0
225 |ULAS J133553.45+113005.2        |BD*|13 35 53.45 +11 30 05.2    |     ~|     ~|     ~|     ~|     ~|T8.5           |  31|   0
226 |2MASS J17502484-0016151         |BD*|17 50 24.841 -00 16 15.11  |     ~|     ~|     ~|19.98 |17.33 |L4.5           |  21|   0
227 |WISEA J233226.54-432510.9       |BD*|23 32 26.497 -43 25 10.64  |     ~|     ~|     ~|     ~|     ~|T9             |   2|   0
228 |2MASS J09385888+0443438         |BD*|09 38 58.881 +04 43 43.86  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
229 |EQ J0305+3954                   |BD*|03 05 33.54 +39 54 34.4    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
230 |WISE J205159.29-550845.3        |BD*|20 51 59.298 -55 08 45.33  |     ~|     ~|     ~|     ~|     ~|T7.0           |   1|   0
231 |2MASSI J0103320+193536          |BD*|01 03 32.04 +19 35 36.2    |     ~|     ~|     ~|     ~|     ~|L6V            |  46|   0
232 |2MASS J01550354+0950003         |BD*|01 55 03.546 +09 50 00.33  |     ~|     ~|     ~|     ~|     ~|L4             |   6|   0
233 |[LDC2013] J160956.36-222245.7   |BD*|16 09 56.36 -22 22 45.7    |     ~|     ~|     ~|     ~|     ~|L2             |   4|   0
234 |2MASS J11525006+6432523         |BD*|11 52 50.061 +64 32 52.32  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
235 |2MASS J09253211+2835510         |BD*|09 25 32.118 +28 35 51.01  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
236 |2MASSW J1035246+250745          |BD*|10 35 24.56 +25 07 45.0    |     ~|     ~|     ~|     ~|     ~|L1V            |  12|   0
237 |2MASS J23312378-4718274         |BD*|23 31 23.787 -47 18 27.44  |     ~|     ~|     ~|     ~|     ~|T5             |  18|   0
238 |L 97-3 B                        |BD*|08 07 14.675 -66 18 48.68  |     ~|     ~|     ~|     ~|     ~|Y1             |  39|   1
239 |ULAS J144458.87+105531.1        |*  |14 44 58.87 +10 55 31.1    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
240 |2MASS J10484274+3006506         |BD*|10 48 42.741 +30 06 50.66  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
241 |2MASS J14040985+4002135         |BD*|14 04 09.86 +40 02 13.6    |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
242 |2MASS J12443903+0904177         |BD*|12 44 39.039 +09 04 17.78  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
243 |UDXS J221611.51+003308.1        |BD*|22 16 11.51 +00 33 08.1    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
244 |2MASS J16090155-3905055         |BD*|16 09 01.559 -39 05 05.59  |     ~|     ~|     ~|     ~|     ~|L2             |   3|   0
245 |2MASS J00001354+2554180         |BD*|00 00 13.54 +25 54 18.1    |     ~|     ~|     ~|     ~|     ~|T4.5           |  18|   0
246 |EQ J1717+6128                   |BD*|17 17 17.02 +61 28 59.3    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
247 |2MASS J09572983+4624177         |BD*|09 57 29.831 +46 24 17.79  |     ~|     ~|     ~|     ~|     ~|L6             |   2|   0
248 |2MASS J16585033+1819597         |BD*|16 58 50.337 +18 19 59.79  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
249 |** KO 3C                        |BD*|23 31 01.578 -04 06 19.18  |     ~|     ~|     ~|     ~|     ~|L3.0V          |   0|   0
250 |WDS J08503+1057Ba               |BD*|08 50 35.934 +10 57 15.62  |     ~|     ~|     ~|     ~|     ~|L7             |   3|   0
251 |WDS J15200-4423A                |BD*|15 20 02.30 -44 22 41.9    |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
252 |2MASSI J0409095+210439          |BD*|04 09 09.506 +21 04 39.38  |     ~|     ~|     ~|     ~|     ~|L3V            |  11|   0
253 |2MASS J11114383+2958237         |BD*|11 11 43.832 +29 58 23.73  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
254 |2MASSW J0820299+450031          |BD*|08 20 29.961 +45 00 31.52  |     ~|     ~|     ~|     ~|     ~|L5V            |  18|   0
255 |2MASS J00592516+1444047         |BD*|00 59 25.163 +14 44 04.75  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
256 |2MASS J08275470+2002484         |BD*|08 27 54.707 +20 02 48.45  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
257 |2MASS J04474307-1936045         |BD*|04 47 43.078 -19 36 04.53  |     ~|     ~|     ~|     ~|     ~|L4.0           |   2|   0
258 |2MASS J11181292-0856106         |BD*|11 18 12.924 -08 56 10.68  |     ~|     ~|     ~|     ~|     ~|L6             |   3|   0
259 |USNO-B1.0 0830-00245706         |BD*|09 09 57.494 -06 58 18.64  |     ~|     ~|19.2  |     ~|     ~|L0             |  28|   0
260 |2MASS J02583123-1520536         |BD*|02 58 31.237 -15 20 53.61  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
261 |2MASS J10340564+0350164         |BD*|10 34 05.643 +03 50 16.48  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
262 |WISE J021010.25+400829.6        |BD*|02 10 10.25 +40 08 29.6    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
263 |ULAS J234827.94+005220.5        |*  |23 48 27.940 +00 52 20.50  |     ~|     ~|     ~|     ~|     ~|T5             |   1|   0
264 |ULAS J135607.41+085345.2        |*  |13 56 07.41 +08 53 45.2    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
265 |2MASS J02330145-6403420         |BD*|02 33 01.459 -64 03 42.09  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
266 |2MASS J21335274+1018410         |BD*|21 33 52.74 +10 18 41.0    |     ~|     ~|     ~|     ~|     ~|L3.5           |   4|   0
267 |WISEP J121544.12-342103.9       |*  |12 15 44.12 -34 21 03.9    |     ~|     ~|     ~|     ~|     ~|T4.5           |   1|   0
268 |BRLT 285                        |BD*|15 18 21.344 +08 55 17.52  |     ~|     ~|     ~|     ~|     ~|L5.0           |   1|   0
269 |2MASS J19010601+4718136         |BD*|19 01 06.019 +47 18 13.66  |     ~|     ~|     ~|     ~|     ~|T5             |   9|   0
270 |2MASS J11000830+2955159         |BD*|11 00 08.305 +29 55 15.95  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
271 |ULAS J094516.39+075545.6        |BD*|09 45 16.170 +07 55 46.30  |     ~|     ~|     ~|     ~|     ~|T5.5           |   4|   0
272 |WDS J12172-0311AB               |BD*|12 17 11.103 -03 11 13.17  |     ~|     ~|     ~|     ~|     ~|T7.5           |  70|   0
273 |2MASS J15491011+5512034         |BD*|15 49 10.113 +55 12 03.42  |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
274 |2MASS J12082176+4452244         |BD*|12 08 21.761 +44 52 24.47  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
275 |NAME WISE J1711+3500B           |BD*|17 11 04.55 +35 00 37.3    |     ~|     ~|     ~|     ~|     ~|T9.5           |   2|   0
276 |BRLT 142                        |BD*|11 38 50.092 -00 24 51.33  |     ~|     ~|     ~|     ~|     ~|L2.5           |   1|   0
277 |ULAS J020529.62+142114.0        |BD*|02 05 29.626 +14 21 14.05  |     ~|     ~|     ~|     ~|     ~|T1.0           |   3|   0
278 |BRLT 307                        |BD*|22 09 17.122 -00 52 59.92  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
279 |CFBDS J145935+085751            |PM*|14 59 35.30 +08 57 51.6    |     ~|     ~|     ~|     ~|17.92 |T4.5           |  10|   1
280 |ULAS J093829.28-001112.6        |BD*|09 38 29.28 -00 11 12.6    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
281 |EQ J2342+0856                   |Ro*|23 42 28.936 +08 56 20.12  |     ~|     ~|     ~|     ~|     ~|T7.0           |   6|   0
282 |2MASS J17565620-4805096         |BD*|17 56 56.20 -48 05 09.7    |     ~|     ~|     ~|     ~|16.76 |L0             |   5|   0
283 |HD 42581B                       |BD*|06 10 34.80 -21 52 00.0    |     ~|     ~|     ~|     ~|     ~|T6.5           | 439|   0
284 |SDSS J011816.78+141841.4        |BD*|01 18 16.789 +14 18 41.44  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
285 |2MASSI J0328426+230205          |BD*|03 28 42.66 +23 02 05.2    |     ~|     ~|     ~|     ~|     ~|L9.5           |  35|   0
286 |2MASS J16131206+4729183         |BD*|16 13 12.064 +47 29 18.31  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
287 |2MASS J19223062+6610194         |BD*|19 22 30.621 +66 10 19.44  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
288 |2MASS J21404654+0112594         |BD*|21 40 46.542 +01 12 59.41  |     ~|     ~|     ~|     ~|     ~|L3             |   8|   0
289 |BRLT 121                        |BD*|10 06 47.097 +12 11 17.57  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
290 |2MASS J12555058+1701006         |BD*|12 55 50.582 +17 01 00.66  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
291 |2MASS J16265636-2441204         |BD*|16 26 56.370 -24 41 20.46  |     ~|     ~|     ~|     ~|     ~|L3             |   7|   0
292 |ULAS J154427.34+081926.6        |BD*|15 44 27.34 +08 19 26.6    |     ~|     ~|     ~|     ~|     ~|T3.5           |   3|   0
293 |BRLT 145                        |BD*|11 44 18.081 +09 10 25.13  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
294 |2MASS J12451496+1204423         |BD*|12 45 14.963 +12 04 42.38  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
295 |LSPM J0036+1821                 |BD*|00 36 16.176 +18 21 10.47  |     ~|     ~|     ~|18.451|16.053|L3.5           | 157|   0
296 |2MASSI J1600054+170832          |BD*|16 00 05.485 +17 08 32.86  |     ~|     ~|     ~|     ~|     ~|L1.5V          |  12|   0
297 |ULAS J232315.39+071931.0        |BD*|23 23 15.391 +07 19 31.02  |     ~|     ~|     ~|     ~|     ~|T2.0           |   3|   0
298 |WISE J062442.37+662625.6        |BD*|06 24 42.37 +66 26 25.6    |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
299 |WISEA J032504.52-504403.0       |BD*|03 25 04.52 -50 44 03.0    |     ~|     ~|     ~|     ~|     ~|T8             |   1|   0
300 |EQ J1457+5815                   |BD*|14 57 15.03 +58 15 10.2    |     ~|     ~|     ~|     ~|     ~|T7             |   4|   0
301 |WISE J102557.72+030755.7        |BD*|10 25 57.72 +03 07 55.7    |     ~|     ~|     ~|     ~|     ~|T8.5           |   2|   0
302 |2MASSW J0918382+213406          |BD*|09 18 38.16 +21 34 05.8    |     ~|     ~|     ~|     ~|     ~|L2.5           |   7|   0
303 |BRLT 140                        |BD*|11 31 51.322 -00 36 20.86  |     ~|     ~|     ~|     ~|     ~|L0.0           |   1|   0
304 |2MASS J22592809-0000518         |BD*|22 59 28.096 -00 00 51.80  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
305 |BRLT 164                        |BD*|12 13 55.585 +05 35 18.37  |     ~|     ~|     ~|     ~|     ~|T3.0           |   1|   0
306 |[SBD2011] 8                     |BD*|11 15 08.040 -61 15 29.59  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
307 |2MASS J14075592-3033593         |BD*|14 07 55.920 -30 33 59.34  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
308 |2MASSI J1043075+222523          |BD*|10 43 07.583 +22 25 23.61  |     ~|     ~|     ~|     ~|     ~|L8.5           |  13|   0
309 |WISE J071322.55-291751.9        |BD*|07 13 22.556 -29 17 51.96  |     ~|     ~|     ~|     ~|     ~|Y0             |   8|   0
310 |2MASS J09481862+1323200         |BD*|09 48 18.630 +13 23 20.06  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
311 |2MASS J15345325+1219495         |BD*|15 34 53.258 +12 19 49.58  |     ~|     ~|     ~|     ~|     ~|L3             |   6|   0
312 |2MASS J10044030-1318186         |BD*|10 04 40.309 -13 18 18.66  |     ~|     ~|     ~|     ~|17.800|L1             |   3|   0
313 |2MASS J02354756-0849198         |BD*|02 35 47.566 -08 49 19.80  |     ~|     ~|     ~|     ~|     ~|L2             |   7|   0
314 |2MASS J23013338+0216359         |BD*|23 01 33.382 +02 16 35.95  |     ~|     ~|     ~|     ~|     ~|T6.5           |   3|   0
315 |[HBT2010] 9                     |BD?|16 27 12.110 -24 17 13.05  |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
316 |2MASS J09002367+2539345         |BD*|09 00 23.673 +25 39 34.56  |     ~|     ~|     ~|     ~|     ~|L7             |   3|   0
317 |2MASS J01062285-5933185         |BD*|01 06 22.856 -59 33 18.55  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
318 |2MASS J16241436+0029158         |BD*|16 24 14.367 +00 29 15.82  |     ~|     ~|     ~|     ~|     ~|T6V            | 120|   0
319 |NAME LHS 6176B                  |Ro*|09 50 47.28 +01 17 34.3    |     ~|     ~|     ~|     ~|     ~|T8p            |   8|   1
320 |2MASS J22000201-3038327         |BD*|22 00 02.019 -30 38 32.71  |     ~|     ~|     ~|19.2  |16.7  |L0             |  24|   0
321 |ULAS J115229.67+035927.2        |Ro*|11 52 29.68 +03 59 27.3    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
322 |2MASS J21555848+2345307         |BD*|21 55 58.481 +23 45 30.73  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
323 |2MASS J12425052+2357231         |BD*|12 42 50.521 +23 57 23.14  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
324 |[PT2013] 1                      |BD?|08 41 39.19 -53 06 56.2    |     ~|     ~|     ~|     ~|     ~|T7.5           |   1|   0
325 |2MASS J10461875+4441149         |BD*|10 46 18.756 +44 41 14.90  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
326 |2MASS J00062050-1720506         |BD*|00 06 20.51 -17 20 50.7    |     ~|     ~|     ~|     ~|     ~|L2.5           |   3|   2
327 |MLLA 63                         |BD*|05 35 10.08 -05 25 31.5    |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
328 |2MASSI J0415195-093506          |BD*|04 15 19.54 -09 35 06.7    |     ~|     ~|     ~|     ~|     ~|T8.0           | 130|   0
329 |2MASS J02410564-5511466         |BD*|02 41 05.648 -55 11 46.63  |     ~|     ~|     ~|     ~|     ~|L1             |   3|   0
330 |2MASS J04070752+1546457         |BD*|04 07 07.526 +15 46 45.77  |     ~|     ~|     ~|     ~|     ~|L3             |  10|   0
331 |SDSS J215817.69+000300.3        |PM*|21 58 17.692 +00 03 00.38  |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
332 |2MASS J12272609+1303564         |BD*|12 27 26.094 +13 03 56.48  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
333 |ULAS J125939.44+293322.4        |Ro*|12 59 39.44 +29 33 22.4    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
334 |2MASS J04102390+1459104         |BD*|04 10 23.908 +14 59 10.42  |     ~|     ~|     ~|     ~|     ~|L0.5           |   4|   0
335 |GD 165B                         |BD*|14 24 39.09 +09 17 10.4    |     ~|     ~|     ~|     ~|20.53 |L4             | 188|   0
336 |WISE J222055.31-362817.4        |BD*|22 20 55.320 -36 28 17.50  |     ~|     ~|     ~|     ~|     ~|Y0             |   7|   0
337 |WISE J190903.16-520433.5        |BD*|19 09 03.16 -52 04 33.5    |     ~|     ~|     ~|     ~|     ~|T5.5           |   3|   0
338 |2MASS J11580463+6447204         |BD*|11 58 04.635 +64 47 20.40  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
339 |CFBDS J104209+580856            |BD*|10 42 09.98 +58 08 56.6    |     ~|     ~|     ~|     ~|     ~|T6.5           |   3|   0
340 |SDSS J143211.74-005900.6        |BD*|14 32 11.741 -00 59 00.63  |     ~|     ~|     ~|     ~|     ~|L4.5           |   3|   0
341 |2MASS J10360244+3724491         |BD*|10 36 02.445 +37 24 49.13  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
342 |EQ J2255-3118                   |BD*|22 55 40.74 -31 18 41.8    |     ~|     ~|     ~|     ~|     ~|T8             |   4|   0
343 |2MASS J21420580-3101162         |BD*|21 42 05.804 -31 01 16.29  |     ~|     ~|     ~|21.426|19.205|L2             |   7|   0
