tile,ra,dec,row
0097p227,9.77380600000000,22.7166670000000,1040
0097p726,9.73000400000000,72.6933330000000,1041
0097p817,9.72946200000000,81.7800000000000,17627
0098m409,9.89015600000000,-40.8900000000000,1042
0098m531,9.86312300000000,-53.0055560000000,1043
0098p408,9.89015600000000,40.8900000000000,17033
0098p530,9.86312300000000,53.0055560000000,16144
0099m243,9.90825600000000,-24.2311110000000,1044
0099m637,9.90846100000000,-63.6066670000000,1045
0099p242,9.90825600000000,24.2311110000000,1046
0099p636,9.90846100000000,63.6066670000000,1047
0100m258,10.0000540000000,-25.7455560000000,1048
0100p257,10.0000540000000,25.7455560000000,1049
0101m273,10.1408840000000,-27.2600000000000,1050
0101m425,10.1124270000000,-42.4044440000000,1051
0101p272,10.1408840000000,27.2600000000000,1052
0101p424,10.1124270000000,42.4044440000000,17034
0102m288,10.2857350000000,-28.7744440000000,1053
0102m546,10.2128890000000,-54.5200000000000,1054
0102p287,10.2857350000000,28.7744440000000,1055
0102p545,10.2128890000000,54.5200000000000,15229
0104m303,10.4348080000000,-30.2888890000000,1056
0104m440,10.4045500000000,-43.9188890000000,1057
0104m652,10.4854920000000,-65.1211110000000,1058
0104p302,10.4348080000000,30.2888890000000,1059
0104p439,10.4045500000000,43.9188890000000,15230
0104p651,10.4854920000000,65.1211110000000,1060
0105m016,10.5882750000000,-1.51444400000000,1061
0105m031,10.5882820000000,-3.02888900000000,1062
